id,answer
009001,ㄨㄛˇ ㄇㄣ˙ ㄔㄥˊ ㄕˋ ㄉㄜ˙ ㄈㄨˋ ㄙㄨ ㄧㄡˇ ㄌㄞˋ ㄧˊ ㄊㄚ ㄑㄧㄤˊ ㄧㄡˇ ㄌㄧˋ ㄉㄜ˙ ㄓㄥˋ ㄘㄜˋ
009002,ㄓㄜˋ ㄧㄤˋ ㄗㄨㄛˋ ㄉㄜ˙ ㄧ ㄐㄩˋ ㄐㄧㄡˋ ㄕˋ ㄙㄨ ㄖㄣˊ ㄊㄨㄥ ㄦˋ ㄙㄢ ㄑㄧ ㄏㄠˋ ㄨㄣˊ ㄐㄧㄢˋ
009003,ㄓㄜˋ ㄐㄧㄤ ㄏㄨㄟˋ ㄏㄣˇ ㄉㄚˋ ㄔㄥˊ ㄉㄨˋ ㄉㄜ˙ ㄏㄨㄢˊ ㄐㄧㄝˇ ㄧㄤˊ ㄌㄠˇ ㄐㄧㄣ ㄉㄜ˙ ㄑㄩㄜ ㄎㄡˇ
009004,ㄨㄟˋ ㄕㄥˊ ㄇㄜ˙ ㄐㄧˇ ㄈㄥˊ ㄨ ㄍㄠˋ ㄒㄧㄝˋ ㄐㄧㄡˋ ㄩㄥˊ ㄋㄚˋ ㄇㄜ˙ ㄉㄚˋ ㄉㄜ˙ ㄅㄨˋ ㄏㄨㄞˋ ㄌㄧˋ
009005,ㄍㄤ ㄇㄞˇ ㄉㄜ˙ ㄎㄨˋ ㄗ˙ ㄅㄨˊ ㄉㄠˋ ㄕˊ ㄈㄣ ㄓㄨㄥ ㄋㄧˇ ㄐㄧㄡˋ ㄋㄨㄥˋ ㄆㄛˋ ㄌㄜ˙
009006,ㄧㄣ ㄘˇ ㄓˇ ㄋㄥˊ ㄧˇ ㄗㄨㄟˋ ㄅㄣˋ ㄉㄜ˙ ㄈㄤ ㄕˋ ㄅㄨˊ ㄉㄨㄢˋ ㄧˊ ㄌㄨㄢˇ ㄐㄧ ㄕˊ
009007,ㄌㄧㄤˇ ㄖㄣˊ ㄘㄨㄛˋ ㄔㄜ ㄓ ㄐㄧˋ ㄇㄠˊ ㄉㄧㄝ ㄉㄧㄝ˙ ㄊㄨ ㄖㄢˊ ㄕㄨㄞ ㄉㄠˇ ㄕㄡˋ ㄕㄤ
009008,ㄊㄨㄥˊ ㄕˊ ㄇㄨˋ ㄇㄧㄣˊ ㄐㄧㄡˋ ㄧㄝˋ ㄑㄩˊ ㄉㄠˋ ㄓㄞˇ ㄕㄡ ㄖㄨˋ ㄗㄥ ㄓㄤˊ ㄏㄨㄢˇ ㄇㄢˋ
009009,ㄋㄧˇ ㄇㄧㄥˊ ㄒㄧㄥ ㄧㄝˇ ㄕˋ ㄆㄧㄥˊ ㄈㄢ ㄖㄣˊ ㄋㄧˊ ㄧˇ ㄨㄟˊ ㄗㄞˋ ㄩˊ ㄌㄜˋ ㄑㄨㄢ ㄆㄞ ㄒㄧˋ ㄍㄢˇ ㄊㄨㄥˊ ㄍㄠ ㄏㄣˇ ㄩㄥˊ ㄧˋ ㄇㄚ˙
009010,ㄒㄩˇ ㄉㄨㄛ ㄉㄠˋ ㄌㄧˇ ㄖㄣˊ ㄇㄣ˙ ㄧˇ ㄐㄧㄥ ㄓㄥˋ ㄇㄧㄥˊ ㄍㄨㄛˋ ㄑㄧㄢ ㄅㄧㄢˋ ㄨㄢˋ ㄅㄧㄢˋ ㄨㄟˋ ㄕㄣˊ ㄇㄜ˙ ㄏㄞˊ ㄧㄠˋ ㄉㄞˋ ㄓㄜ˙ ㄐㄧㄠˇ ㄒㄧㄥˋ ㄉㄜ˙ ㄒㄧㄣ ㄌㄧˇ ㄗㄞˋ ㄑㄩˋ ㄕˋ ㄧㄢˋ ㄧ ㄏㄨㄟˊ ㄋㄜ˙
009011,ㄗㄨㄛˊ ㄊㄧㄢ ㄊㄚ ㄒㄧㄤˋ ㄔㄥˊ ㄉㄨˋ ㄕㄤ ㄅㄠˋ ㄐㄧˋ ㄓㄜˇ ㄨㄟˊ ㄨㄟˇ ㄉㄠˋ ㄌㄞˊ
009012,ㄌㄧㄣˊ ㄈㄥ ㄩˇ ㄉㄨㄛ ㄨㄟˋ ㄋㄧㄢˊ ㄑㄧㄥ ㄇㄛˊ ㄊㄜˋ ㄋㄚˊ ㄐㄧˇ ㄉㄠˋ ㄐㄩˋ ㄉㄢˋ ㄍㄠ ㄏㄜˊ ㄓㄠˋ
009013,ㄉㄨㄟˋ ㄩˊ ㄨˊ ㄌㄧˋ ㄎㄜˇ ㄊㄨˊ ㄉㄜ˙ ㄎㄜˋ ㄏㄨˋ ㄑㄩˊ ㄉㄠˋ ㄧㄝˊ ㄅㄚˇ ㄊㄚ ㄇㄣ˙ ㄑㄧㄚ ㄉㄨㄢˋ ㄌㄜ˙
009014,ㄇㄟˇ ㄐㄩㄋ ㄨㄟˋ ㄏㄜˊ ㄏㄞˊ ㄆㄛˋ ㄅㄨˋ ㄐㄧˊ ㄉㄞˋ ㄉㄜ˙ ㄧㄠˋ ㄉㄨㄥˋ ㄩㄥˋ ㄉㄧˋ ㄙˋ ㄅㄨˋ ㄅㄧㄥ ㄕ
009015,ㄦˊ ㄧˊ ㄇㄧㄣˊ ㄩˇ ㄍㄨㄢ ㄑㄧㄚˇ ㄐㄩˊ ㄧˊ ㄓㄢˇ ㄎㄞ ㄉㄧㄠˋ ㄔㄚˊ ㄓㄠˇ ㄨㄛˋ ㄌㄧㄤˇ ㄖㄣˊ ㄉㄜ˙ ㄗㄨㄟˋ ㄓㄥˋ
009016,ㄨㄟˋ ㄌㄜ˙ ㄉㄨㄛ ㄓㄥˋ ㄐㄧˇ ㄍㄜ˙ ㄈㄚˇ ㄌㄤˊ ㄊㄚ ㄇㄟˇ ㄓㄡ ㄔㄠ ㄈㄨˋ ㄏㄜˋ ㄉㄜ˙ ㄍㄨㄥ ㄗㄨㄛˋ
009017,ㄨㄟˋ ㄌㄜ˙ ㄖㄤˋ ㄓㄤˋ ㄈㄨ˙ ㄑㄧㄥ ㄐㄧㄥ ㄕㄨㄤˊ ㄕㄨㄤˇ ㄔㄤˊ ㄋㄩˇ ㄏㄞˊ ㄒㄩㄜˊ ㄏㄨㄟˋ ㄌㄜ˙ ㄌㄧˊ ㄈㄚˋ
009018,ㄓˇ ㄓ ㄉㄠˋ ㄆㄧㄥˊ ㄌㄨㄣˋ ㄔㄨㄣ ㄍㄨㄤ ㄌㄜ˙ ㄖㄣˊ ㄔㄨㄣ ㄍㄨㄤ ㄅㄨˊ ㄏㄨㄟˋ ㄩˇ ㄊㄚ ㄊㄨㄥˊ ㄒㄧㄥˊ
009019,ㄐㄩˋ ㄌㄧㄠˊ ㄐㄧㄝˇ ㄩˇ ㄩㄢˊ ㄍㄨㄥ ㄍㄨㄢˇ ㄕˋ ㄇㄧㄣˊ ㄍㄨㄥ ㄇㄧㄥˊ ㄧ ㄌㄧㄡˊ ㄐㄧㄢˋ ㄒㄩㄋ ㄉㄜ˙ ㄐㄧㄡˋ ㄐㄩ
009020,ㄏㄡˋ ㄇㄧㄢˋ ㄉㄜ˙ ㄏㄨㄚˋ ㄊㄚ ㄧˇ ㄐㄧㄥ ㄊㄧㄥ ㄅㄨˋ ㄉㄠˋ ㄌㄜ˙ ㄅㄨˋ ㄐㄧㄢˇ ㄈㄟˊ ㄋㄧㄥˋ ㄎㄜˊ ㄙˇ
009021,ㄐㄧㄥ ㄏㄨㄟˊ ㄧˊ ㄎㄜˋ ㄍㄨㄛˋ ㄏㄡˋ ㄊㄚ ㄏㄨㄟˊ ㄒㄧㄤˊ ㄑㄧˇ ㄕˋ ㄉㄥ ㄕㄢ ㄓㄤˋ ㄇㄟˊ ㄇㄧㄥˊ ㄐㄧˇ
009022,ㄒㄧ ㄕㄨㄟˇ ㄒㄧ ㄔㄢˊ ㄑㄩˋ ㄨ ㄍㄜˊ ㄧㄣ ㄉㄠˇ ㄏㄨˋ ㄓㄨˇ ㄐㄧ ㄊㄢˊ ㄉㄥˇ ㄍㄨㄥ ㄋㄥˊ
009023,ㄅㄟˋ ㄕㄜˋ ㄕㄚ ㄉㄨㄥ ㄅㄟˊ ㄏㄨˇ ㄉㄜ˙ ㄌㄠˇ ㄍㄨㄥ ㄐㄧˋ ㄇㄛˋ ㄉㄜ˙ ㄆㄚ ㄗㄞˋ ㄊㄧㄝˇ ㄌㄨㄥˊ ㄋㄟˋ
009024,ㄧㄡˇ ㄕˊ ㄇㄤˊ ㄑㄧˇ ㄌㄞˊ ㄌㄜ˙ ㄇㄟˊ ㄌㄧㄥˊ ㄑㄧㄢˊ ㄧˋ ㄌㄧㄢˊ ㄐㄧˇ ㄊㄧㄢ ㄉㄡ ㄅㄨˋ ㄕㄡ ㄨㄛˇ ㄑㄧㄢˊ
009025,ㄔㄥˊ ㄑㄧ ㄙㄨˋ ㄧ ㄌㄨˋ ㄍㄢˊ ㄏㄨㄛˇ ㄔㄜ ㄉㄜ˙ ㄔㄥˊ ㄎㄜˋ ㄗㄨㄟˋ ㄏㄠˇ ㄊㄧˊ ㄗㄠˇ ㄔㄨ ㄈㄚ
009026,ㄧㄡˇ ㄒㄧㄝ ㄐㄧㄚ ㄖㄨˋ ㄌㄜ˙ ㄅㄤˋ ㄅㄤˇ ㄐㄩㄋ
009027,ㄉㄢˋ ㄊㄚ ㄉㄜ˙ ㄏㄣˇ ㄓ ㄔˊ ㄩㄣˊ ㄒㄩˋ ㄨㄛˊ ㄅㄚˇ ㄓㄜˋ ㄐㄧˋ ㄏㄨㄚˋ ㄈㄤˋ ㄉㄠˋ ㄨㄤˇ ㄓㄢˋ ㄕㄤˋ
009028,ㄧˇ ㄑㄧㄢˊ ㄙㄨㄛˇ ㄅㄢˋ ㄉㄜ˙ ㄓㄢˊ ㄌㄢˊ ㄉㄥˇ ㄅㄨˋ ㄕㄨˇ ㄩˊ ㄍㄨˋ ㄍㄨㄥ ㄍㄨㄢˊ ㄌㄧˇ
009029,ㄉㄢˋ ㄕˋ ㄐㄧㄚˋ ㄅㄚˋ ㄨㄚ˙ ㄊㄚ ㄧㄝˊ ㄧㄡˊ ㄋㄩˇ ㄉㄜ˙ ㄉㄢˇ ㄋㄢˊ ㄉㄜ˙ ㄉㄜ˙ ㄕˊ ㄏㄡˋ
009030,ㄑㄧ ㄐㄧㄢ ㄋㄧㄡ ㄋㄧㄡ˙ ㄧˋ ㄓˊ ㄉㄚˋ ㄎㄨ ㄉㄢˋ ㄅㄢ ㄇㄡˇ ㄇㄟˊ ㄧㄡˇ ㄊㄧㄥˊ ㄕㄡˇ
009031,ㄅㄧㄥ ㄒㄩㄜˇ ㄕㄤˋ ㄨㄟˋ ㄖㄨㄥˊ ㄏㄨㄚˋ ㄔㄨㄥˊ ㄐㄧㄢˋ ㄉㄧㄢˋ ㄨㄤˇ ㄉㄜ˙ ㄅㄨˋ ㄈㄚˊ ㄧˇ ㄎㄞ ㄑㄧˇ
009032,ㄈㄚ ㄒㄧㄢˋ ㄍㄨㄥ ㄗㄨㄛˋ ㄖㄣˊ ㄩㄢˊ ㄊㄞˋ ㄉㄨˋ ㄇㄢˊ ㄏㄥˋ ㄉㄜ˙ ㄧㄠˋ ㄧㄢˊ ㄐㄧㄚ ㄔㄥˊ ㄔㄨˇ
009033,ㄋㄚˋ ㄒㄧㄝ ㄒㄧˇ ㄏㄨㄢ ㄊㄧㄠ ㄉㄧㄢˇ ㄇㄠˊ ㄅㄧㄥˋ ㄕㄨㄛ ㄉㄧㄢˇ ㄒㄧㄢˊ ㄏㄨㄚˋ ㄉㄜ˙ ㄖㄣˊ ㄧㄝˇ ㄏㄨㄚˋ ㄅㄨˋ ㄉㄨㄛ
009034,ㄧㄡˊ ㄩˊ ㄏㄨㄛˊ ㄔㄤˇ ㄕㄤˋ ㄈㄥ ㄌㄧˋ ㄅㄨˊ ㄉㄨㄢˋ ㄐㄧㄚ ㄉㄚˋ ㄧㄡˋ ㄐㄧㄚ ㄙㄨㄛˋ ㄌㄜ˙ ㄎㄜˇ ㄖㄢˊ ㄨˋ ㄖㄣˊ ㄕㄠ
009035,ㄎㄨㄞˋ ㄗㄡˇ ㄉㄠˋ ㄉㄧˋ ㄅㄧㄢ ㄕˊ ㄩㄢˊ ㄩㄢˇ ㄎㄢˋ ㄉㄠˋ ㄉㄧˋ ㄌㄥˊ ㄏㄡˋ ㄍㄜˋ ㄓㄜ˙ ㄧˊ ㄐㄧㄢˋ ㄏㄨㄚ ㄧˊ ㄕㄤˇ
009036,ㄈㄟˋ ㄑㄧˋ ㄓㄨ ㄖㄡˋ ㄗㄞˋ ㄊㄨˇ ㄍㄨㄛˊ ㄌㄧˇ ㄠˊ ㄌㄧㄢˋ ㄎㄨㄟ ㄙㄨㄣˇ ㄉㄜ˙ ㄓㄨ ㄧㄡˊ ㄌㄧㄡˊ ㄉㄠˋ ㄊㄨㄥˊ ㄌㄧˇ
009037,ㄖㄨˊ ㄐㄧㄣ ㄍㄜˊ ㄑㄧˇ ㄧˋ ㄉㄜ˙ ㄓㄨㄤ ㄕˋ ㄍㄨㄥ ㄙ ㄗㄡˇ ㄌㄨˋ ㄌㄜ˙ ㄓㄤˋ ㄍㄨㄟˇ ㄕㄥ ㄐㄧˋ ㄨˊ ㄧㄡ
009038,ㄋㄨㄢˊ ㄗˇ ㄕˋ ㄘㄨㄥˊ ㄐㄧˋ ㄧㄣ ㄎㄨˋ ㄊㄧㄠ ㄒㄨㄢˇ ㄉㄜ˙ ㄌㄞˊ ㄗ˙ ㄧˊ ㄍㄜˋ ㄋㄧˋ ㄇㄧㄥˊ ㄉㄜ˙ ㄋㄩˇ ㄗ˙
009039,ㄉㄢˋ ㄖㄨˊ ㄍㄨㄛˇ ㄑㄩㄜ ㄈㄚˊ ㄗ ㄐㄧㄣ ㄐㄩㄜˋ ㄏㄣˇ ㄋㄢˊ ㄒㄧ ㄧㄣˇ ㄧㄡ ㄒㄧㄡˋ ㄉㄜ˙ ㄖㄨㄢˇ ㄐㄧㄝˋ ㄖㄣˊ ㄘㄞˊ
009040,ㄦˋ ㄧㄤˋ ㄏㄨㄚˋ ㄌㄧㄡˊ ㄊㄧㄢ ㄐㄧㄚ ㄗㄞˋ ㄕˊ ㄆㄧㄣˇ ㄓㄨㄥ ㄓㄨˇ ㄧㄠˋ ㄑㄧˊ ㄆㄧㄠˇ ㄅㄞˊ ㄏㄜˊ ㄈㄤˊ ㄈㄨˇ ㄗㄨㄛˋ ㄩㄥˋ
009041,ㄧˊ ㄨㄟˋ ㄕˋ ㄇㄧㄣˊ ㄕㄨㄛ ㄐㄧㄥ ㄒㄧㄥˇ ㄏㄡˋ ㄊㄧㄥˊ ㄐㄧㄢˋ ㄌㄜ˙ ㄈㄤˊ ㄨ ㄅㄟˋ ㄧㄠˊ ㄉㄨㄥˋ ㄉㄜ˙ ㄓ ㄓ ㄕㄥ
009042,ㄐㄧㄝˊ ㄍㄨㄛˇ ㄧㄣ ㄘˇ ㄇㄟˊ ㄔㄡˇ ㄐㄧㄢˋ ㄑㄧㄢˊ ㄇㄧㄢˋ ㄉㄜ˙ ㄉㄧㄢˋ ㄒㄧㄢˋ ㄍㄢ ㄗ˙ ㄧˋ ㄊㄡˊ ㄗㄞ ㄕㄤˋ ㄌㄜ˙
009043,ㄘㄜˋ ㄐㄧㄥˇ ㄐㄧㄣˋ ㄕㄨˋ ㄉㄨㄟˋ ㄕˊ ㄧㄡˇ ㄎㄢˋ ㄊㄢˋ ㄉㄜ˙ ㄒㄧㄠˋ ㄌㄩˋ ㄏㄜˊ ㄓˋ ㄌㄧㄤˋ ㄓ ㄍㄨㄢ ㄓㄨㄥˋ ㄧㄠˋ
009044,ㄧㄡˇ ㄖㄣˊ ㄈㄚ ㄔㄨ ㄓㄜˋ ㄧㄤˋ ㄉㄜ˙ ㄧˊ ㄨㄣˋ ㄈㄢˋ ㄉㄨˊ ㄓˋ ㄗㄠˋ ㄐㄧㄚˇ ㄧㄠˋ ㄇㄟˊ ㄧㄡˊ ㄖㄣˊ ㄍㄨㄢˇ ㄇㄚ˙
009045,ㄇㄟˇ ㄊㄧㄢ ㄉㄚˋ ㄅㄨˋ ㄈㄣˋ ㄕˊ ㄐㄧㄢ ㄊㄚ ㄉㄡ ㄉㄞˋ ㄗㄞˋ ㄒㄧㄡˋ ㄐㄧㄚˋ ㄑㄧㄢˊ ㄇㄞˊ ㄊㄡˊ ㄒㄧㄡˋ ㄏㄨㄚ
009046,ㄦˊ ㄉㄠˋ ㄒㄧㄚˋ ㄐㄧˋ ㄏㄡˋ ㄋㄧㄠˊ ㄅㄟˇ ㄈㄟ ㄧㄡˇ ㄎㄜˇ ㄋㄥˊ ㄗㄞˋ ㄧㄚˋ ㄓㄡ ㄅㄟˇ ㄅㄨˋ ㄉㄞˋ ㄌㄞˊ ㄧˋ ㄑㄧㄥˊ
009047,ㄅㄧˋ ㄗ˙ ㄉㄜ˙ ㄏㄤˋ ㄉㄠˋ ㄌㄧㄤˇ ㄆㄤˊ ㄌㄧㄣˊ ㄌㄧˋ ㄓㄜ˙ ㄒㄧㄠˊ ㄕㄡˇ ㄍㄨㄥ ㄗㄨㄛ ㄈㄤ˙ ㄉㄜ˙ ㄓㄠ ㄆㄞˊ
009048,ㄉㄢˋ ㄕˋ ㄒㄧㄢˋ ㄕˋ ㄓㄨㄥ ㄗㄨㄟˋ ㄓㄨㄥ ㄧˋ ㄅㄢ ㄉㄡ ㄋㄢˊ ㄧˇ ㄏㄨㄛˋ ㄉㄜ˙ ㄎㄨㄢ ㄩˋ ㄉㄜ˙ ㄆㄟˊ ㄔㄤˊ
009049,ㄕㄥ ㄏㄞˊ ㄗ˙ ㄧㄝˊ ㄏㄣˇ ㄌㄟˋ ㄧㄚ˙ ㄅㄨˊ ㄧㄠˋ ㄗㄞˋ ㄧˋ ㄕˋ ㄕㄟˊ ㄉㄜ˙ ㄌㄜ˙ ㄏㄠˇ ㄇㄚ˙
009050,ㄓㄥˋ ㄕˋ ㄓㄜˋ ㄓㄨㄥˋ ㄇㄧㄥˊ ㄉㄜ˙ ㄈㄥ ㄓㄥˋ ㄕˇ ㄧㄢˋ ㄔㄥˊ ㄐㄧㄡˋ ㄌㄜ˙ ㄊㄚ ㄉㄧㄢˋ ㄒㄩㄜˊ ㄓ ㄈㄨˋ ㄉㄜ˙ ㄉㄧˋ ㄨㄟˋ
009051,ㄓㄨㄥ ㄒㄧㄢˋ ㄧㄡˊ ㄌㄧㄤˇ ㄑㄧㄢ ㄙㄢ ㄅㄞˇ ㄋㄧㄢˊ ㄌㄧˋ ㄕˊ ㄕˋ ㄅㄚ ㄨㄣˊ ㄏㄨㄚˋ ㄈㄚ ㄒㄧㄤˊ ㄉㄧˋ
009052,ㄧㄡˇ ㄕˊ ㄓㄨㄛ ㄗ˙ ㄕㄤˋ ㄕㄨ ㄏㄨㄥˊ ㄌㄜ˙ ㄧㄢˇ ㄩˊ ㄌㄜˋ ㄔㄥˊ ㄌㄡˋ ㄑㄧˋ ㄧㄝˇ ㄅㄨˋ ㄏㄠˇ
009053,ㄨㄛˇ ㄏㄞ ㄇㄟˊ ㄧㄤˇ ㄍㄨㄛˋ ㄔㄨㄥˊ ㄨˋ ㄋㄜ˙ ㄅㄨˊ ㄍㄨㄛˋ ㄉㄠˋ ㄕˋ ㄏㄣˊ ㄒㄧㄤˇ ㄔㄤˊ ㄕˋ ㄧˊ ㄒㄧㄚˋ
009054,ㄐㄩˋ ㄒㄧ ㄌㄠˇ ㄊㄞˋ ㄊㄞ˙ ㄉㄨˊ ㄗˋ ㄧˋ ㄖㄣˊ ㄐㄩ ㄓㄨˋ ㄕㄣ ㄅㄧㄢ ㄨˊ ㄖㄣˊ ㄓㄠˋ ㄍㄨ˙
009055,ㄅㄞˇ ㄇㄧㄥˊ ㄐㄧㄤ ㄐㄩㄋˋ ㄓˊ ㄕㄨˋ ㄧˇ ㄔㄥˊ ㄨㄟˊ ㄧˋ ㄨˋ ㄓˊ ㄕㄨˋ ㄏㄨㄛˊ ㄉㄨㄥˋ ㄉㄜ˙ ㄉㄧㄢˇ ㄈㄢˋ
009056,ㄏㄢˊ ㄐㄧㄚˋ ㄗㄨㄛˋ ㄧㄝˋ ㄅㄧㄢˋ ㄌㄜ˙ ㄨㄟˋ ㄉㄡ ㄕˋ ㄍㄨㄥ ㄌㄧˋ ㄕˊ ㄩㄥˋ ㄓㄨˇ ㄧˋ ㄖㄜˇ ㄉㄜ˙ ㄏㄨㄛˋ
009057,ㄧㄡˇ ㄘˋ ㄆㄥˊ ㄧㄡ˙ ㄧˋ ㄑㄧˊ ㄉㄚˇ ㄇㄚˊ ㄐㄧㄤˋ ㄙㄢ ㄑㄩㄜ ㄧ ㄧㄡˇ ㄍㄜ˙ ㄆㄥˊ ㄧㄡ˙ ㄉㄞˋ ㄍㄜ˙ ㄅㄨˊ ㄖㄣˋ ㄕˋ ㄉㄜ˙ ㄆㄥˊ ㄧㄡˇ ㄌㄞˊ ㄨㄛˇ ㄇㄣ˙ ㄨㄣˋ ㄊㄚ ㄏㄨㄟˋ ㄨㄢˊ ㄇㄜ˙
009058,ㄌㄧㄡˊ ㄒㄧㄢ ㄕㄥ˙ ㄐㄩㄜˊ ㄉㄜ˙ ㄅㄨˊ ㄉㄨㄟˋ ㄐㄧㄢˋ ㄒㄧㄢˋ ㄎㄞ ㄅㄟˋ ㄗ˙ ㄧˊ ㄎㄢˋ ㄨㄤˊ ㄏㄨㄟˋ ㄧˇ ㄐㄧㄥ ㄉㄨㄢˋ ㄑㄧˋ ㄙㄨㄟˊ ㄐㄧˊ ㄅㄠˋ ㄐㄧㄥˇ
009059,ㄗˋ ㄐㄧˇ ㄎㄢˋ ㄎㄢ˙ ㄋㄧˇ ㄓㄜˋ ㄉㄨˋ ㄗ˙ ㄋㄚˇ ㄒㄧㄤ ㄦˋ ㄕˋ ㄐㄧㄣˇ ㄙㄨㄟˋ ㄙˋ ㄨˇ ㄕˊ ㄙㄨㄟˋ ㄉㄡ ㄅㄨˋ ㄓˇ ㄅㄚ˙
009060,ㄅㄧㄝˊ ㄐㄩˇ ㄙㄤˋ ㄏㄨㄛˊ ㄔㄨ ㄐㄧㄥ ㄘㄞˇ ㄘㄞˊ ㄕˋ ㄉㄨㄟˋ ㄈㄥˇ ㄘˋ ㄗㄨㄟˋ ㄏㄠˇ ㄉㄜ˙ ㄏㄨㄢˊ ㄐㄧ ㄉㄨㄣ ㄒㄧㄢˋ ㄌㄞ˙ ㄍㄟˇ ㄗˋ ㄐㄧˇ ㄧˊ ㄍㄜ˙ ㄩㄥ ㄅㄠˋ
009061,ㄗㄨㄛˊ ㄖˋ ㄅㄟˇ ㄐㄧㄥ ㄧㄠˋ ㄧㄡˋ ㄏㄨㄟˋ ㄎㄞ ㄇㄨˋ ㄕˋ ㄉㄠˊ ㄧㄢˇ ㄓ ㄧ ㄉㄜ˙ ㄨㄤˊ ㄔㄤˊ ㄍㄜ ㄊㄡˋ ㄌㄨˋ ㄌㄜ˙ ㄓㄜˋ ㄧˊ ㄒㄧㄠ ㄒㄧ˙
009062,ㄖㄨˊ ㄐㄧㄤ ㄈㄨˋ ㄩˋ ㄉㄜ˙ ㄉㄧㄢˋ ㄌㄧˋ ㄇㄞˋ ㄍㄟˇ ㄍㄨㄛˊ ㄐㄧㄚ ㄉㄧㄢˋ ㄈㄤˇ ㄅㄧˋ ㄓㄨㄥˋ ㄉㄧˋ ㄉㄜ˙ ㄒㄧㄠˋ ㄧˊ ㄧㄠˋ ㄊㄧˊ ㄍㄠ ㄏㄠˇ ㄉㄨㄛ ㄅㄟˋ
009063,ㄊㄧㄥ ㄉㄠˋ ㄘˇ ㄏㄨㄚˋ ㄐㄧㄝˊ ㄇㄡˇ ㄏㄜˊ ㄏㄢˊ ㄇㄡˊ ㄏㄣˇ ㄑㄧˋ ㄈㄣ˙
009064,ㄖㄣˊ ㄇㄜ˙ ㄏㄜˊ ㄨㄛˇ ㄇㄣ˙ ㄏㄞˊ ㄋㄥˊ ㄗㄞˋ ㄎㄞ ㄉㄚˋ ㄌㄨㄥˊ ㄊㄡˊ ㄖㄤˋ ㄑㄧㄥ ㄌㄧㄥˊ ㄌㄧㄥˊ ㄉㄜ˙ ㄗˋ ㄌㄞˊ ㄕㄨㄟˇ ㄓㄡˋ ㄧㄝˋ ㄔㄤˊ ㄌㄧㄡˊ ㄇㄚ˙
009065,ㄑㄧˋ ㄐㄧㄣ ㄨㄟˊ ㄓˇ ㄊㄚ ㄖㄥˊ ㄖㄢˊ ㄅㄧˇ ㄍㄥ ㄅㄨˊ ㄔㄨㄛˋ
009066,ㄨㄛˇ ㄍㄨㄟ ㄋㄩ˙ ㄖㄤˋ ㄨㄛˊ ㄍㄟˇ ㄊㄚ ㄇㄞˊ ㄏㄠˇ ㄔ ㄉㄜ˙ ㄋㄜ˙
009067,ㄔㄠ ㄕˋ ㄌㄧˇ ㄑㄩㄜˋ ㄔㄠˊ ㄇㄧˊ ㄈㄣˇ ㄇㄞˋ ㄉㄜ˙ ㄅㄨˊ ㄘㄨㄛˋ
009068,ㄓㄨ ㄖㄨㄥˊ ㄐㄧ ㄊㄨㄥˊ ㄓˋ ㄍㄢˇ ㄉㄠˋ ㄧㄡˊ ㄏㄣˇ ㄉㄚˋ ㄧㄚ ㄌㄧˋ
009069,ㄍㄨㄥ ㄋㄟˋ ㄓㄥˇ ㄐㄧㄝˊ ㄌㄧˋ ㄙㄨㄛˇ ㄌㄤˊ ㄓㄨㄥˋ ㄇㄣˊ ㄔㄨㄤ ㄧㄢˊ ㄙㄜˋ ㄒㄧㄢ ㄧㄢˋ ㄐㄧˇ ㄇㄧㄥˊ ㄉㄧㄢˋ ㄍㄨㄥ ㄓㄥˋ ㄗㄞˋ ㄨㄟˊ ㄒㄧㄠ ㄒㄧㄢˋ ㄌㄨˋ
